beta,gamma
0.168022,0.031244
0.210898,0.046288
0.155473,0.029196
0.144788,0.030381
0.140798,0.018982
0.153053,0.044913
0.406033,0.032498
0.299372,0.022244
0.256237,0.042430
0.329919,0.026718
0.216053,0.017895
0.178266,0.033824
0.202826,0.028959
0.173729,0.016740
0.265469,0.046559
0.166762,0.014439
0.145862,0.027255
0.341239,0.072177
0.184441,0.015981
0.343458,0.026835
0.180838,0.012713
0.188626,0.024139
0.290586,0.020482
0.377821,0.026309
0.145927,0.029058
0.231404,0.030493
0.182736,0.025456
0.140169,0.025604
0.315778,0.013919
0.266672,0.047060
0.216105,0.016725
0.315218,0.013335
0.228296,0.075856
0.263581,0.098554
0.131477,0.018598
0.186228,0.031106
0.407374,0.051220
0.200636,0.019606
0.138896,0.021644
0.269725,0.073471
0.243193,0.019458
0.312283,0.019180
0.246284,0.017750
0.422322,0.012997
0.434647,0.044508
0.447424,0.034735
0.301201,0.025291
0.267556,0.071886
0.287634,0.096961
0.293344,0.020415
0.466846,0.017871
0.389647,0.035810
0.144770,0.026012
0.265286,0.050084
0.268219,0.038462
0.184863,0.030402
0.309069,0.021820
0.232160,0.027829
0.224308,0.057338
0.318684,0.014721
0.325496,0.037117
0.186033,0.015453
0.199063,0.038872
0.232043,0.093378
0.203595,0.022910
0.233056,0.029712
0.122309,0.015698
0.185599,0.044031
0.180202,0.015632
0.203521,0.059556
0.419101,0.039089
0.418857,0.024728
0.304311,0.027220
0.162967,0.015568
0.219147,0.028969
0.299414,0.027994
0.167131,0.026002
0.212576,0.017673
0.291900,0.013146
0.200884,0.031698
0.243802,0.073213
0.140343,0.038446
0.289872,0.058735
0.222587,0.029744
0.345720,0.051559
0.422009,0.033669
0.232843,0.088707
0.340372,0.057275
0.154922,0.018214
0.274645,0.019337
0.517235,0.019826
0.291682,0.028038
0.299443,0.059701
0.297984,0.033591
0.339686,0.017723
0.370762,0.014854
0.139057,0.016036
0.143915,0.051721
0.449647,0.043901
0.181338,0.034152
0.294006,0.035046
0.213217,0.081558
0.256654,0.013143
0.226039,0.083330
0.148290,0.024579
0.297640,0.018807
0.283832,0.038959
0.167141,0.016715
0.116249,0.023754
0.216452,0.016573
0.184409,0.051685
0.140330,0.026485
0.259318,0.101829
0.228916,0.067303
0.197809,0.012216
0.498951,0.020626
0.232924,0.026422
0.140740,0.018847
0.363729,0.015217
0.217586,0.037967
0.131966,0.018543
0.226208,0.024747
0.243208,0.023058
0.137587,0.016494
0.141060,0.026959
0.167051,0.041123
0.293405,0.088193
0.196303,0.051076
0.228963,0.020431
0.274077,0.031978
0.222372,0.035314
0.329184,0.016382
0.251658,0.039867
0.272844,0.054562
0.310935,0.049657
0.429360,0.032991
0.338738,0.021365
0.431547,0.039111
0.213248,0.081975
0.373867,0.023638
0.313134,0.017716
0.219772,0.067295
0.419393,0.050371
0.363788,0.059212
0.125943,0.031985
0.260811,0.042478
0.235511,0.013052
0.337612,0.070201
0.157756,0.034879
0.271743,0.060336
0.296563,0.082202
0.120890,0.033875
0.344687,0.021191
0.201846,0.016531
0.216083,0.030798
0.294469,0.064027
0.217880,0.093711
0.202419,0.047305
0.217739,0.016896
0.415783,0.013506
0.299752,0.069201
0.217868,0.060121
0.171822,0.022637
0.346126,0.023202
0.289410,0.013965
0.283314,0.070839
0.275746,0.054969
0.232728,0.059584
0.301653,0.015707
0.134918,0.031035
0.309514,0.046105
0.284748,0.039593
0.486167,0.017131
0.146780,0.028874
0.394238,0.018252
0.173713,0.026050
0.300062,0.015841
0.168946,0.018388
0.259220,0.110369
0.220678,0.022346
0.186108,0.072983
0.261216,0.050297
0.217465,0.084142
0.288841,0.114906
0.267907,0.083692
0.486918,0.033937
0.331078,0.017658
0.252328,0.060537
0.160781,0.042537
0.246808,0.025810
0.288473,0.014777
0.179457,0.049041
0.188994,0.045198
0.156057,0.016785
0.152896,0.044954
0.178448,0.017399
0.192936,0.038012
0.404891,0.019838
0.209248,0.026861
0.142443,0.019068
0.269923,0.058462
0.172603,0.029984
0.158201,0.045072
0.367993,0.025563
0.134690,0.024453
0.386908,0.047534
0.178276,0.015808
0.172381,0.033982
0.256064,0.014579
0.315247,0.020496
0.294229,0.013799
0.456262,0.018515
0.380772,0.048106
0.295050,0.019786
0.240665,0.027570
0.235152,0.070502
0.181771,0.024035
0.173562,0.021953
0.176030,0.015220
0.460912,0.023363
0.355780,0.093583
0.164197,0.042645
0.247046,0.030090
0.196449,0.020174
0.268231,0.044376
0.414182,0.038198
0.167915,0.020388
0.412188,0.042446
0.126954,0.020673
0.302346,0.036670
0.300637,0.019236
0.349912,0.040926
0.304925,0.115250
0.236365,0.060537
0.169701,0.032315
0.206175,0.079401
0.347923,0.033097
0.276252,0.025369
0.258544,0.094421
0.461396,0.026948
0.316443,0.052417
0.164434,0.022708
0.198605,0.024855
0.110423,0.029999
0.230737,0.024725
0.189202,0.076113
0.248062,0.073201
0.498746,0.018328
0.368131,0.021136
0.223585,0.045130
0.137557,0.018923
0.376960,0.020890
0.220286,0.012476
0.147819,0.047608
0.410654,0.033706
0.379508,0.015565
0.233361,0.019079
0.226057,0.015316
0.245286,0.048051
0.268671,0.031888
0.184391,0.040422
0.232342,0.012470
0.387986,0.017820
0.462731,0.016223
0.446577,0.028399
0.329959,0.060031
0.331441,0.039679
0.410200,0.022607
0.149216,0.043652
0.117338,0.017375
0.264673,0.018048
0.462432,0.031128
0.224051,0.075877
0.367787,0.046998
0.315356,0.015407
0.292504,0.018548
0.137034,0.023308
0.250024,0.014028
0.265066,0.040895
0.337028,0.017626
0.314107,0.030122
0.270423,0.062209
0.285862,0.089313
0.130054,0.037495
0.320762,0.086506
0.301575,0.026577
0.418076,0.044680
0.237944,0.023474
0.326032,0.018485
0.356686,0.018291
0.275347,0.027430
0.222530,0.043617
0.178653,0.062195
0.216696,0.050331
0.134551,0.019807
0.226793,0.056072
0.231122,0.018278
0.257647,0.071778
0.144617,0.026869
0.254906,0.087072
0.402882,0.045187
0.148291,0.019149
0.276383,0.022384
0.272359,0.028524
0.459882,0.013038
0.243580,0.103233
0.241855,0.035423
0.225684,0.024622
0.261467,0.025542
0.239411,0.017419
0.114727,0.014037
0.264277,0.030055
0.339615,0.024847
0.318717,0.021275
0.172368,0.036845
0.168195,0.017869
0.264715,0.086691
0.171898,0.044304
0.141341,0.022830
0.182739,0.042788
0.193632,0.043774
0.317587,0.097377
0.278778,0.042249
0.269786,0.020292
0.383100,0.041722
0.206410,0.047909
0.455295,0.015750
0.110614,0.022610
0.392882,0.017913
0.190539,0.017972
0.265829,0.016939
0.344403,0.035790
0.314839,0.032933
0.289017,0.039328
0.142485,0.029137
0.238642,0.078789
0.171756,0.021473
0.187964,0.019707
0.283177,0.025926
0.329681,0.017870
0.211469,0.058283
0.164761,0.040711
0.257228,0.025269
0.204154,0.032166
0.164513,0.061485
0.207934,0.036014
0.191366,0.051021
0.351751,0.065302
0.208796,0.081022
0.180653,0.027397
0.456738,0.017018
0.166908,0.030239
0.524968,0.020844
0.267450,0.017255
0.464430,0.029916
0.229739,0.072131
0.530766,0.030724
0.269760,0.082059
0.385617,0.016251
0.295617,0.016761
0.222678,0.065420
0.338199,0.017235
0.198011,0.014400
0.289981,0.085594
0.442291,0.033966
0.155298,0.055382
0.230060,0.015087
0.216209,0.014229
0.198924,0.071372
0.266876,0.037584
0.363561,0.078096
0.305034,0.043277
0.157012,0.032930
0.407633,0.015849
0.371820,0.027140
0.244809,0.043642
0.339422,0.121518
0.267420,0.095500
0.263542,0.072520
0.341463,0.119778
0.269625,0.038953
0.182338,0.028159
0.282490,0.044565
0.258836,0.066348
0.291243,0.052113
0.314603,0.028005
0.388191,0.022658
0.255646,0.015177
0.324996,0.030848
0.120115,0.022098
0.200981,0.017350
0.175789,0.040912
0.336609,0.028014
0.269011,0.061504
0.236908,0.017861
0.309613,0.056099
0.134075,0.021659
0.152016,0.015914
0.319752,0.040550
0.237724,0.022091
0.282026,0.019311
0.195517,0.058841
0.148321,0.024301
0.213101,0.012096
0.194005,0.015785
0.143312,0.045536
0.479754,0.030945
0.152553,0.024415
0.212462,0.082071
0.398648,0.026187
0.197640,0.046344
0.176379,0.062696
0.312880,0.034491
0.157766,0.022100
0.172362,0.012480
0.416839,0.032774
0.148327,0.043397
0.329005,0.041519
0.201602,0.025270
0.400251,0.040416
0.269213,0.021295
0.306540,0.074539
0.207255,0.015366
0.297777,0.062601
0.169813,0.019852
0.318864,0.036043
0.385084,0.050235
0.310465,0.067392
0.292458,0.049073
0.167626,0.013983
0.466186,0.020947
0.279876,0.042935
0.275372,0.088183
0.221013,0.064916
0.334150,0.068616
0.224029,0.044284
0.127173,0.027984
0.230449,0.015298
0.343447,0.058412
0.179162,0.014261
0.463627,0.023817
0.203351,0.019021
0.256624,0.039231
0.205514,0.020096
0.149817,0.024387
0.282726,0.013968
0.235391,0.068198
0.247419,0.032821
0.236515,0.025955
0.140929,0.016280
0.233330,0.051211
0.128838,0.019128
0.275834,0.030582
0.184673,0.015028
0.203173,0.013004
0.297008,0.023066
0.263374,0.024138
0.167135,0.019789
0.316726,0.028356
0.455766,0.024292
0.238564,0.043803
0.231451,0.058021
0.206247,0.064275
0.179662,0.018245
0.162850,0.046236
0.212508,0.066292
0.362345,0.025898
0.155421,0.015025
0.310884,0.015120
0.251831,0.020444
0.258599,0.015161
0.115225,0.021551
0.273744,0.075170
0.240980,0.072595
0.312387,0.014400
0.142591,0.018215
0.301085,0.019079
0.212952,0.041562
0.155126,0.019018
0.454200,0.017599
0.210333,0.071505
0.298190,0.048258
0.195223,0.030643
0.172955,0.027661
0.227625,0.038387
0.322617,0.022302
0.339787,0.015816
0.207318,0.021189
0.205575,0.076392
0.154005,0.025255
0.157039,0.033422
0.137274,0.035663
0.119978,0.021565
0.317071,0.049825
0.289691,0.062178
0.164471,0.021825
0.356207,0.016124
0.328878,0.033568
0.386572,0.045317
0.279305,0.051581
0.227333,0.027284
0.123831,0.027798
0.197406,0.057520
0.292413,0.013515
0.245041,0.083305
0.286550,0.071762
0.408729,0.021577
0.212597,0.013594
0.352217,0.018507
0.322981,0.051744
0.425993,0.037766
0.138232,0.024004
0.177341,0.021041
0.229340,0.049682
0.335069,0.033333
0.256187,0.032639
0.207969,0.014909
0.137276,0.028686
0.166778,0.020885
0.141786,0.032844
0.238893,0.109924
0.212482,0.017898
0.308134,0.034722
0.140212,0.019205
0.203132,0.059692
0.196816,0.032127
0.277980,0.080080
0.155499,0.023877
0.377485,0.013788
0.270566,0.030356
0.332824,0.020078
0.328508,0.018082
0.155888,0.018808
0.144602,0.041052
0.316133,0.053754
0.409616,0.037292
0.389299,0.018427
0.140755,0.023063
0.184991,0.019679
0.425913,0.018719
0.357367,0.027768
0.319489,0.087058
0.183398,0.014417
0.184154,0.051300
0.420359,0.038102
0.188151,0.015606
0.203421,0.041842
0.274301,0.104886
0.339679,0.022826
0.386033,0.013704
0.219776,0.053697
0.350868,0.026589
0.210511,0.068251
0.262541,0.067470
0.153886,0.017568
0.297125,0.031131
0.140435,0.020740
0.197711,0.036937
0.209155,0.015534
0.193243,0.021066
0.427262,0.031035
0.160760,0.031267
0.272043,0.105920
0.141701,0.037966
0.304561,0.082320
0.390047,0.027850
0.201478,0.051215
0.270445,0.013603
0.266501,0.036846
0.482077,0.014964
0.234298,0.042426
0.257852,0.058915
0.253935,0.074935
0.314310,0.081519
0.190806,0.039240
0.188383,0.015681
0.171363,0.027743
0.161058,0.044609
0.555840,0.037838
0.198604,0.049733
0.335949,0.016330
0.322445,0.042543
0.369915,0.031009
0.149817,0.036376
0.402860,0.053420
0.472438,0.029690
0.338511,0.040309
0.306070,0.065531
0.342036,0.033067
0.337185,0.038318
0.300550,0.080844
0.405008,0.018291
0.210752,0.022245
0.335622,0.057824
0.265675,0.027991
0.177638,0.014407
0.166325,0.057410
0.285332,0.058691
0.202357,0.024935
0.145109,0.019273
0.209312,0.079798
0.254893,0.012802
0.166958,0.017446
0.285531,0.075717
0.122707,0.029053
0.298956,0.029259
0.283283,0.031690
0.261961,0.057971
0.273676,0.108320
0.286859,0.014394
0.234704,0.055199
0.186226,0.015195
0.123802,0.021343
0.292954,0.055431
0.241425,0.016902
0.205036,0.078470
0.410461,0.034602
0.279937,0.025273
0.123208,0.015534
0.182264,0.043179
0.240034,0.026874
0.348539,0.071327
0.305695,0.016065
0.174589,0.054118
0.270788,0.013272
0.174783,0.025361
0.353674,0.025227
0.441498,0.024211
0.316473,0.069676
0.296933,0.030911
0.299197,0.038969
0.134752,0.030848
0.339655,0.020715
0.241952,0.019221
0.352181,0.031000
0.252438,0.019961
0.215413,0.039548
0.286475,0.016553
0.262968,0.105710
0.304324,0.083069
0.222025,0.076686
0.148835,0.028944
0.332317,0.050121
0.161859,0.029034
0.387080,0.019135
0.182489,0.019588
0.328932,0.019770
0.274667,0.018971
0.123545,0.022122
0.383264,0.040999
0.237623,0.047686
0.143068,0.046856
0.237412,0.069521
0.260762,0.065363
0.275838,0.053442
0.154957,0.024865
0.246917,0.065373
0.295678,0.030850
0.132793,0.033487
0.244858,0.057461
0.414738,0.034322
0.261136,0.028048
0.309132,0.090936
0.153519,0.022732
0.151267,0.051623
0.282464,0.018935
0.197447,0.084058
0.355184,0.028906
0.213094,0.018332
0.266683,0.018574
0.143134,0.027946
0.236774,0.043966
0.225009,0.017228
0.123203,0.021952
0.255679,0.015585
0.268919,0.028264
0.256112,0.030441
0.222010,0.019943
0.168754,0.046612
0.190389,0.025023
0.266051,0.016362
0.352123,0.051999
0.331640,0.020689
0.332293,0.032694
0.167996,0.013131
0.324968,0.061863
0.257064,0.041030
0.342846,0.016073
0.201184,0.023348
0.283942,0.063838
0.372773,0.062500
0.206528,0.017589
0.255054,0.084164
0.195797,0.016086
0.295040,0.027749
0.153216,0.017389
0.303203,0.098836
0.227069,0.049872
0.255201,0.015252
0.147796,0.022600
0.201110,0.040967
0.285955,0.036157
0.152804,0.027873
0.148788,0.023622
0.261547,0.039085
0.233975,0.038548
0.168860,0.017297
0.236030,0.056052
0.227428,0.088851
0.489314,0.018796
0.219963,0.088524
0.232248,0.040240
0.497630,0.023111
0.266553,0.016719
0.493248,0.044783
0.141656,0.021424
0.294751,0.035348
0.308950,0.052732
0.163593,0.058093
0.283575,0.078403
0.239948,0.015674
0.472083,0.024501
0.125460,0.027759
0.282196,0.070896
0.458993,0.025025
0.204607,0.058015
0.263311,0.032503
0.372599,0.017291
0.181615,0.028952
0.408461,0.024262
0.270848,0.025353
0.117483,0.018524
0.220772,0.043618
0.305100,0.038838
0.349597,0.097124
0.321675,0.051368
0.435348,0.032639
0.264313,0.075916
0.211094,0.051972
0.238506,0.024993
0.212330,0.014611
0.372008,0.054464
0.307662,0.067492
0.135681,0.043689
0.300326,0.018820
0.288985,0.043284
0.196007,0.015507
0.174115,0.029089
0.251465,0.064196
0.363746,0.018594
0.216419,0.089438
0.191529,0.081575
0.391497,0.021734
0.227731,0.058635
0.313270,0.022782
0.403999,0.017931
0.230641,0.046179
0.124672,0.031710
0.409498,0.021655
0.191252,0.021064
0.259131,0.058294
0.323887,0.074579
0.184729,0.068188
0.205736,0.015225
0.448793,0.022209
0.318230,0.059903
0.298982,0.076008
0.155318,0.030551
0.483378,0.035845
0.126938,0.024343
0.180381,0.021158
0.145194,0.024821
0.153316,0.028247
0.355963,0.014797
0.142313,0.022896
0.281517,0.035683
0.204802,0.044675
0.246327,0.058443
0.305902,0.018495
0.260115,0.028115
0.472593,0.014488
0.145496,0.022443
0.122943,0.026972
0.236007,0.039392
0.216336,0.062752
0.331513,0.051075
0.246478,0.064777
0.285899,0.034056
0.361156,0.019219
0.359591,0.018697
0.307472,0.040641
0.389934,0.020232
0.221039,0.050573
0.321613,0.015641
0.228353,0.037782
0.250297,0.084677
0.237187,0.016233
0.274875,0.025179
0.222203,0.019010
0.118820,0.028798
0.294706,0.013758
0.326508,0.016377
0.247445,0.017742
0.349415,0.015933
0.121319,0.032369
0.492455,0.032034
0.301289,0.044267
0.185407,0.051222
0.243633,0.072867
0.401103,0.014065
0.356447,0.029425
0.304497,0.123980
0.262747,0.022898
0.156096,0.019743
0.474174,0.013939
0.316456,0.045189
0.227187,0.072185
0.156818,0.026802
0.265142,0.106641
0.208005,0.055838
0.225518,0.082046
0.340315,0.034704
0.447424,0.018268
0.309135,0.113754
0.323574,0.012770
0.238585,0.030511
0.184844,0.042689
0.402811,0.046017
0.480849,0.016574
0.231493,0.026033
0.228050,0.090963
0.145480,0.035914
0.293674,0.115933
0.168752,0.018489
0.184705,0.019940
0.256743,0.028165
0.269706,0.047320
0.300385,0.013221
0.379956,0.052019
0.318767,0.026300
0.106589,0.019991
0.230151,0.040683
0.209564,0.039510
0.227634,0.044662
0.231826,0.049015
0.226768,0.040636
0.336091,0.017332
0.199774,0.028250
0.390776,0.017631
0.406694,0.024308
0.141385,0.039305
0.288311,0.047338
0.215006,0.016764
0.237314,0.022091
0.247632,0.040269
0.398780,0.032283
0.380551,0.028846
0.255673,0.049863
0.172828,0.033858
0.235779,0.027905
0.256577,0.059580
0.174888,0.042226
0.252421,0.043014
0.272011,0.061062
0.164315,0.020311
0.511588,0.023577
0.325023,0.109763
0.294454,0.019399
0.213158,0.032703
0.171345,0.047009
0.269787,0.082821
0.387221,0.043725
0.150488,0.054745
0.221316,0.041803
0.152185,0.026494
0.250010,0.028535
0.167135,0.025586
0.390278,0.014776
0.112004,0.024809
0.336333,0.047462
0.279859,0.049435
0.198111,0.059027
0.249715,0.031829
0.139073,0.037223
0.299180,0.017818
0.263785,0.018586
0.327082,0.035498
0.167242,0.014396
0.145913,0.022964
0.253592,0.022790
0.176020,0.047905
0.267162,0.077588
0.128025,0.029533
0.248603,0.061360
0.283430,0.012538
0.198477,0.083095
0.316159,0.013545
0.160173,0.022881
0.236640,0.021018
0.234644,0.078561
0.236817,0.057107
0.182216,0.035734
0.137521,0.015980
0.249451,0.030794
0.385063,0.020370
0.344513,0.069941
0.192005,0.043975
0.226447,0.015431
0.189900,0.023324
0.332473,0.034905
0.159393,0.028038
0.314400,0.061940
0.231848,0.105183
0.129475,0.024953
0.279747,0.045364
0.363029,0.042668
0.264139,0.063405
0.260896,0.061430
0.439448,0.041608
0.299804,0.020536
0.197794,0.068041
0.296032,0.066302
0.207473,0.027396
0.251112,0.022530
0.355516,0.035170
0.144369,0.025115
0.320048,0.029934
0.176759,0.018313
0.202422,0.014539
0.209193,0.044637
0.253440,0.019899
0.206093,0.059771
0.345388,0.077033
0.203308,0.031075
0.262660,0.087536
0.482880,0.033478
0.222316,0.052698
0.224824,0.062066
0.129387,0.033467
0.251508,0.050971
0.199614,0.076549
0.245911,0.020866
0.322482,0.014022
0.255537,0.073315
0.124860,0.035212
0.267761,0.035891
0.147976,0.022259
0.317021,0.075059
0.255511,0.012888
0.151992,0.032186
0.388492,0.022075
0.264031,0.061968
0.296446,0.031128
0.213844,0.056192
0.141360,0.021808
0.246042,0.049329
0.396548,0.016213
0.237130,0.030873
0.353386,0.118149
0.156058,0.016526
0.216214,0.054827
0.428217,0.033650
0.402045,0.017916
0.458592,0.019162
0.164036,0.025389
0.210944,0.013365
0.340775,0.054160
0.146490,0.014432
0.269829,0.101486
0.368250,0.015169
0.203499,0.034655
0.145089,0.030499
0.144536,0.018168
0.335014,0.020387
0.409886,0.044286
0.225776,0.013684
0.226314,0.020206
0.440055,0.045443
0.380100,0.038181
0.264003,0.084856
0.307441,0.022118
0.239168,0.021758
0.284291,0.018771
0.293022,0.040198
0.463750,0.022367
0.355853,0.066181
0.257883,0.095765
0.162087,0.021833
0.201020,0.012890
0.143164,0.042674
0.209995,0.024139
0.197801,0.049995
0.360314,0.033656
0.417690,0.022686
0.243261,0.014149
0.247335,0.016881
0.164697,0.017487
0.266900,0.013931
0.210064,0.018496
0.252195,0.080785
0.167740,0.026617
0.163582,0.011754
0.167529,0.027506
0.200613,0.018410
0.254339,0.039905
0.298094,0.064433
0.350214,0.037587
0.342916,0.046607
0.372051,0.032283
0.144039,0.024682
0.200909,0.020405
0.164036,0.017012
0.219565,0.035405
0.119665,0.015629
0.484842,0.033288
0.249160,0.040353
0.180569,0.024941
0.207871,0.062920
0.251932,0.065369
0.182859,0.018001
0.236299,0.015434
0.215673,0.077109
0.241642,0.042281
0.146029,0.039560
0.115212,0.025248
0.184508,0.047909
0.310697,0.019227
0.241437,0.021217
0.245389,0.026031
0.203901,0.019565
0.170629,0.015024
0.321645,0.020409
0.212668,0.036810
0.132091,0.018099
0.238244,0.046443
0.247604,0.095127
0.270688,0.022108
0.245823,0.047754
0.250659,0.024839
0.325966,0.086501
0.333629,0.018065
0.329954,0.074476
0.177887,0.033242
0.262519,0.018723
0.437075,0.030649
0.295440,0.036882
0.223682,0.042520
0.180283,0.051191
0.238574,0.096811
0.132141,0.035588
0.307609,0.013718
0.361028,0.045633
0.477004,0.045073
0.294139,0.034128
0.311349,0.065216
0.180224,0.037407
0.273495,0.044999
0.369272,0.040616
0.222959,0.048142
0.288856,0.090592
0.331928,0.038107
0.292768,0.062213
0.324075,0.047906
0.126142,0.038716
0.334230,0.021470
0.140323,0.019859
0.418130,0.017126
0.216747,0.017204
0.144074,0.019824
0.325932,0.073341
0.149167,0.015719
0.451241,0.040643
0.289322,0.017155
0.262923,0.019110
0.297439,0.026919
0.222869,0.012455
0.222775,0.022040
0.241964,0.020762
0.242166,0.045371
0.210443,0.022637
0.397355,0.040890
0.266886,0.013992
0.400714,0.026039
0.344251,0.023934
0.179146,0.035056
0.234880,0.029962
0.140394,0.028565
0.261569,0.087768
0.242728,0.069104
0.242733,0.023626
0.186185,0.013157
0.235184,0.046815
0.449935,0.038174
0.261106,0.105180
0.297178,0.031210
0.316119,0.033191
0.261795,0.031839
0.156108,0.020325
0.202112,0.014604
0.265205,0.064860
0.490731,0.025722
